Wavelength,Abs
200,10.6114634010631
201,10.4057658070975
202,10.0104886917916
203,9.64629647524111
204,9.3005249624604
205,8.95705601174684
206,8.63277528549213
207,8.31386725011245
208,7.99802932051482
209,7.67912128513514
210,7.35982947789802
211,7.0390026292828
212,6.72047836576057
213,6.40464043616294
214,6.08841875773371
215,5.77526718508652
216,5.46556949007882
217,5.17122234700718
218,4.87994533274343
219,4.58674950524414
220,4.3119743584888
221,4.05715493385551
222,3.82497761132056
223,3.61083719767211
224,3.41127981527068
225,3.2297593647816
226,3.06896215710361
227,2.92351554741339
228,2.78919806830484
229,2.66140459564367
230,2.54934546980186
231,2.44457784807063
232,2.35247444435087
233,2.2638249182706
234,2.1836181888474
235,2.12068087064752
236,2.05812730127923
237,2.00286525904737
238,1.94837076053041
239,1.90001647357754
240,1.85818617004619
241,1.81980974415434
242,1.78181709011994
243,1.74996467067547
244,1.7196472926091
245,1.69009745825763
246,1.6647690222347
247,1.64059187875826
248,1.61603096342437
249,1.59837782639532
250,1.57611949615442
251,1.55885010795697
252,1.54081319907047
253,1.52239251832651
254,1.50627442267556
255,1.49322643280664
256,1.47749210901313
257,1.46214153405122
258,1.4487097953507
259,1.43374299224624
260,1.42299758747032
261,1.40764701250841
262,1.39421527380789
263,1.38270234834292
264,1.36927060964241
265,1.35430380653795
266,1.34010452412253
267,1.32782407796852
268,1.31324102369565
269,1.29942551313769
270,1.28944765207667
271,1.27141074319016
272,1.2575952326322
273,1.24147713698124
274,1.22958043965882
275,1.21422986469691
276,1.19811176904595
277,1.1808423808485
278,1.16664312145893
279,1.15014125395053
280,1.13056928066008
281,1.11329989246262
282,1.09411169102962
283,1.07799359537866
284,1.06072420718121
285,1.04038469017586
286,1.02196400943191
287,1.00200828730986
288,0.983587606565907
289,0.964783153964505
290,0.945594952531505
291,0.924487914837109
292,0.905683462235708
293,0.887262781491755
294,0.868458351916205
295,0.850037671172252
296,0.833152031806395
297,0.815115122919892
298,0.79669444217594
299,0.780576346524982
300,0.765993315277969
301,0.75025896845861
302,0.735292165354148
303,0.724163011746627
304,0.711115021877711
305,0.696531990630699
306,0.68808917094777
307,0.674657432247255
308,0.66122569354674
309,0.652782873863812
310,0.643188761634386
311,0.632827128715913
312,0.620930454419345
313,0.609417528954374
314,0.601358481128895
315,0.592531889588518
316,0.582937800384943
317,0.574878752559464
318,0.566052161019086
319,0.557609364362008
320,0.549934065368128
321,0.543793853804044
322,0.534583513432068
323,0.524989401202642
324,0.516162832688116
325,0.51040636995563
326,0.500812257726205
327,0.493136981758175
328,0.488915560403785
329,0.482391576982253
330,0.472413715921229
331,0.465505960642247
332,0.459365726052312
333,0.453609263319827
334,0.4447826948053
335,0.435956103264922
336,0.431350933078934
337,0.424826949657401
338,0.418302966235869
339,0.409476374695491
340,0.403336163131407
341,0.399114741777018
342,0.396812156684024
343,0.389520652573443
344,0.383380417983509
345,0.376856434561976
346,0.371483720661089
347,0.365343509097006
348,0.358819502649622
349,0.353446811774586
350,0.346155284638155
351,0.340782593763119
352,0.338096236812675
353,0.331572253391143
354,0.325432018801208
355,0.321594392330119
356,0.316605450286681
357,0.311232759411646
358,0.307011338057256
359,0.304325004132663
360,0.298568541400178
361,0.296649705138783
362,0.290509493574699
363,0.284369258984765
364,0.28245044574922
365,0.280147860656226
366,0.272856333519794
367,0.2705537484268
368,0.267867391476357
369,0.264029765005268
370,0.258657051104381
371,0.254051880918393
372,0.250981775136351
373,0.248679190043357
374,0.245609084261315
375,0.240620142217878
376,0.237166264578387
377,0.234096158796345
378,0.229107216752908
379,0.226037110970866
380,0.222966982162973
381,0.222199461473925
382,0.219513104523482
383,0.214907934337494
384,0.210302764151506
385,0.208383950915961
386,0.206848886512015
387,0.203011260040925
388,0.199173610543985
389,0.195335961047045
390,0.195719732904494
391,0.193033375954051
392,0.188811977625512
393,0.18574187184347
394,0.184590579296973
395,0.183439286750476
396,0.182287994203979
397,0.179601637253536
398,0.1742289463785
399,0.173461402663601
400,0.172310110117104
401,0.169240004335062
402,0.167704939931116
403,0.163867313460027
404,0.16271602091353
405,0.16233224905608
406,0.160797184652134
407,0.160029663963086
408,0.157343307012643
409,0.154273201230601
410,0.152738136826655
411,0.15465697308805
412,0.153121908684104
413,0.150051802902062
414,0.14698167409417
415,0.145062860858625
416,0.142760275765631
417,0.141992755076583
418,0.13892262626869
419,0.138538877437092
420,0.136236292344098
421,0.134317456082702
422,0.134701227940152
423,0.133549935393655
424,0.132014870989708
425,0.128177244518619
426,0.130479829611613
427,0.129712285896714
428,0.125874659425625
429,0.123572074332631
430,0.121269489239637
431,0.121269489239637
432,0.121269489239637
433,0.118199360431744
434,0.117431839742696
435,0.11589677533875
436,0.11589677533875
437,0.112442897699259
438,0.109372791917217
439,0.109372791917217
440,0.107837727513271
441,0.105535142420277
442,0.103616329184732
443,0.102848808495684
444,0.0997786796877914
445,0.10054622340269
446,0.0986273871412947
447,0.0974760945947976
448,0.0967085739057499
449,0.0959410532167022
450,0.0936384681237082
451,0.0936384681237082
452,0.0905683393158155
453,0.0874982335337737
454,0.0882657542228214
455,0.0871144616763244
456,0.085579420298229
457,0.0840443558942827
458,0.0836605840368334
459,0.0859631691298274
460,0.0851956484407797
461,0.084428127751732
462,0.0836605840368334
463,0.0813579989438393
464,0.0798229575657439
465,0.0779041213043482
466,0.0763690799262528
467,0.0763690799262528
468,0.0767528287578512
469,0.0740664948332588
470,0.0744502436648572
471,0.0767528287578512
472,0.0767528287578512
473,0.0729152022867618
474,0.0729152022867618
475,0.0717639097402647
