Wavelength,Abs
200,19.5788810457284
201,18.8320759549093
202,17.4750857914209
203,16.3529593304437
204,15.3774307717033
205,14.4993783305835
206,13.7541082811425
207,13.0924988387641
208,12.4523801829118
209,11.8352873779894
210,11.2473606585869
211,10.6617365012515
212,10.0745773255638
213,9.4759052013854
214,8.86341754362313
215,8.24632473870073
216,7.62692934868533
217,7.03362991538191
218,6.44877332478727
219,5.87005692273087
220,5.32357673500223
221,4.81240284435756
222,4.34344300607582
223,3.91055703161879
224,3.51297730819401
225,3.14993640721585
226,2.81836415382471
227,2.53130856091536
228,2.27572159256716
229,2.04239297748572
230,1.83746290420925
231,1.65939633135966
232,1.50282054503606
233,1.36389789574152
234,1.24569853530978
235,1.15052502580798
236,1.06763196246019
237,0.993949216458529
238,0.928709313165648
239,0.879587505523725
240,0.835838388756839
241,0.798229506579886
242,0.766760835967017
243,0.739897358565987
244,0.71533642020625
245,0.696148241799101
246,0.680797643811339
247,0.664679548160381
248,0.651631581317315
249,0.64165369723044
250,0.629373251076422
251,0.62246549579744
252,0.611720091021518
253,0.602509773675392
254,0.59560201839641
255,0.58792674242838
256,0.581018987149398
257,0.571041103062523
258,0.564900868472589
259,0.559528177597553
260,0.547247708417684
261,0.539572432449654
262,0.531129635792577
263,0.524221880513595
264,0.515011540141619
265,0.508103761836785
266,0.499660965179708
267,0.491985666185827
268,0.482775325813851
269,0.474332529156773
270,0.464354645069899
271,0.456679369101869
272,0.44823654941894
273,0.436723646979821
274,0.427513306607845
275,0.418302966235869
276,0.410627690267839
277,0.400649806180964
278,0.390671922094089
279,0.380694061033065
280,0.373786328779934
281,0.360738315885167
282,0.351527998539041
283,0.343852699545161
284,0.334642382199035
285,0.325432018801208
286,0.316221678429232
287,0.308546402461202
288,0.300871103467321
289,0.291660786121196
290,0.283217966438268
291,0.277845275563232
292,0.271705040973297
293,0.263262221290369
294,0.259424594819279
295,0.254051880918393
296,0.246376604950363
297,0.238701328982333
298,0.234096135770494
299,0.2317935506775
300,0.227188380491512
301,0.219513104523482
302,0.214907957363345
303,0.2126053492445
304,0.207232658369464
305,0.20493007327647
306,0.199557359375583
307,0.1934171478115
308,0.186509392532518
309,0.18190422234653
310,0.17806659587544
311,0.179601637253536
312,0.1742289463785
313,0.168856232477613
314,0.165018606006524
315,0.161180956509583
316,0.157343330038494
317,0.156575786323595
318,0.152738136826655
319,0.147365445951619
320,0.145062860858625
321,0.142760275765631
322,0.140457690672637
323,0.137387584890595
324,0.135852520486649
325,0.132014870989708
326,0.12740970080372
327,0.123572074332631
328,0.123572074332631
329,0.122037009928685
330,0.122037009928685
331,0.118966881120792
332,0.117431839742696
333,0.113594190245756
334,0.110524084463714
335,0.108989043085619
336,0.108989043085619
337,0.107453978681672
338,0.108989020059768
339,0.106686457992625
340,0.101313744091738
341,0.0974760945947976
342,0.099011158998744
343,0.0997786796877917
344,0.0959410532167022
345,0.0959410301908513
346,0.0951735095018036
347,0.0967085739057499
348,0.0959410301908513
349,0.0936384450978573
350,0.0921034037197618
351,0.0928709244088095
352,0.0928709244088095
353,0.0913358600048632
354,0.0905683393158155
355,0.0898008186267678
356,0.0898008186267675
357,0.0890332979377201
358,0.0874982335337737
359,0.0851956484407795
360,0.0867306898188751
361,0.0874982335337737
362,0.086730712844726
363,0.086730712844726
364,0.084428127751732
365,0.084428127751732
366,0.0836605840368334
367,0.0836605840368334
368,0.0836605840368334
369,0.0828930633477857
370,0.0813579989438393
371,0.0805904782547916
372,0.0782878931617975
373,0.0767528287578512
374,0.0752177643539046
375,0.0752177643539049
376,0.0759853080688035
377,0.0736827229758095
378,0.0759853080688035
379,0.0744502436648572
380,0.0736827229758095
381,0.0698450965047202
382,0.06984509650472
383,0.0698450734788691
384,0.0706126171937677
385,0.0698450734788691
386,0.067542488385875
387,0.0667749676968273
388,0.0683100090749227
389,0.067542488385875
390,0.0683100090749227
391,0.067542511411726
392,0.0637048619147856
393,0.0660074470077796
394,0.0637048619147856
395,0.0637048619147856
396,0.0637048619147856
397,0.0621697975108392
398,0.0621697975108392
399,0.0621697975108392
400,0.0606347331068929
401,0.0606347561327436
402,0.0606347561327436
403,0.0606347331068927
404,0.0583321480138989
405,0.0583321480138989
406,0.0552620422318571
407,0.0552620422318571
408,0.0567970836099527
409,0.0567971066358037
410,0.0560295629209048
411,0.0552620422318571
412,0.0537270008537619
413,0.0552620422318571
414,0.0560295629209048
415,0.0552620422318571
416,0.0529594571388631
417,0.0521919134239644
418,0.0521919364498153
419,0.0529594571388631
420,0.0514243927349167
421,0.0498893513568213
422,0.0498893513568213
423,0.0506568720458688
424,0.0506568720458688
425,0.0498893513568213
426,0.0514243927349167
427,0.0514243927349167
428,0.0498893283309704
429,0.0498893283309704
430,0.0498893283309704
431,0.0498893283309704
432,0.0468192225489286
433,0.0460517018598809
434,0.0460517018598809
435,0.0445166374559346
436,0.0445166374559346
437,0.0460517018598809
438,0.0460517018598807
439,0.0452841811708332
440,0.0452841811708332
441,0.0452841811708332
442,0.0445166374559346
443,0.0452841811708332
444,0.0445166374559346
445,0.0437491167668869
446,0.0437491167668869
447,0.0437491167668869
448,0.0445166374559346
449,0.0445166374559346
450,0.0422140523629405
451,0.0414465316738928
452,0.0414465316738928
453,0.0422140753887915
454,0.0414465316738928
455,0.0406790109848451
456,0.0422140523629405
457,0.0422140523629405
458,0.0406790109848451
459,0.0406790109848451
460,0.0406790109848451
461,0.0414465316738928
462,0.0399114672699465
463,0.0383764258918511
464,0.0383764258918511
465,0.0376088821769524
466,0.0376088821769524
