Wavelength,Abs
200,28.203597283395
201,26.3661343791858
202,23.0458066520625
203,20.3418042321984
204,18.0983188309332
205,16.2324573618931
206,14.7580353816879
207,13.56759888861
208,12.5506238212215
209,11.7063426127817
210,11.0186372136914
211,10.4383857472311
212,9.9379572613623
213,9.50046609369343
214,9.11056166926254
215,8.75519604425241
216,8.43360167494814
217,8.14501099460899
218,7.87407349735059
219,7.6169514876243
220,7.37901767933102
221,7.15873705411849
222,6.95687708662406
223,6.77036771711739
224,6.59690629142794
225,6.43495781422931
226,6.28298717506585
227,6.14483209251206
228,6.0135847422114
229,5.88463997700373
230,5.76260296707505
231,5.65054381820739
232,5.53694962796163
233,5.42719306418697
234,5.32434425569128
235,5.23300839568642
236,5.1416725126557
237,5.05724438490397
238,4.97358380086714
239,4.89913353417643
240,4.82928848372341
241,4.76481610111958
242,4.70648393007983
243,4.65045436715892
244,4.60133253649115
245,4.55681589903522
246,4.51383430295738
247,4.47545787706553
248,4.44091912369647
249,4.4086829093687
250,4.37491167668869
251,4.34574559116881
252,4.31581198495989
253,4.28664592246587
254,4.25671231625694
255,4.22601118935897
256,4.19147241296406
257,4.15539854913935
258,4.12085977274444
259,4.0817158491894
260,4.0395017738006
261,3.99728772143766
262,3.95046849888874
263,3.90057914753191
264,3.85068981920094
265,3.79926540344018
266,3.74400336120832
267,3.68720625457251
268,3.62810656284372
269,3.56747185276268
270,3.50299944713299
271,3.43929458521821
272,3.37405468192532
273,3.30958232234734
274,3.24280735465052
275,3.17679990764274
276,3.11309504572795
277,3.04478501362718
278,2.9764749815264
279,2.90662990804753
280,2.83831989897261
281,2.7661722173749
282,2.69786220829997
283,2.63185476129219
284,2.56277720850237
285,2.49830482589854
286,2.4361350283877
287,2.37626781596986
288,2.31409801845902
289,2.24962563585518
290,2.18899090274829
291,2.13296133982738
292,2.07462916878764
293,2.01936712655578
294,1.96794273382086
295,1.91728583874914
296,1.86662896670327
297,1.8167396383723
298,1.76992039279752
299,1.72617127603064
300,1.68242215926375
301,1.64097565061571
302,1.60106418334576
303,1.56345527814296
304,1.52507885225111
