Wavelength,Abs
200,39.0898358312134
201,38.8872083430299
202,38.4228536749342
203,37.886735120124
204,37.2915168735851
205,36.6356638939392
206,35.9337591894076
207,35.1220979441272
208,34.1860971038251
209,33.1372695939664
210,32.0266560584542
211,30.8277767456933
212,29.5337239234307
213,28.1771175548256
214,26.7541199673553
215,25.3027238150541
216,23.8325232331774
217,22.3922562575096
218,20.9535243462458
219,19.5197813539996
220,18.18197941497
221,16.9178601989163
222,15.7477632228437
223,14.6716884407006
224,13.6777392242421
225,12.7785797454279
226,11.9722911910225
227,11.2650137956159
228,10.6271977248566
229,10.0250717230386
230,9.48549929058897
231,9.01385311838264
232,8.6039929718297
233,8.22521772403218
234,7.88712146419365
235,7.61157879674927
236,7.36405089925241
237,7.14453777170307
238,6.94498041232749
239,6.77382157173103
240,6.62607237694782
241,6.49098737715021
242,6.36703155398598
243,6.25842628275782
244,6.16133393699462
245,6.07575453972224
246,5.99823416724949
247,5.92723780122412
248,5.8596952898124
249,5.80059562110945
250,5.74456603516269
251,5.69429293497427
252,5.6447873554749
253,5.59720058921108
254,5.55421901615909
255,5.5097023556773
256,5.46249936127092
257,5.41721520312594
258,5.3753848995946
259,5.32971696959217
260,5.28213020332834
261,5.23454343706451
262,5.18580540128004
263,5.13821863501621
264,5.09178316129888
265,5.03920747601747
266,4.98663179073606
267,4.93443985428624
268,4.87994533274343
269,4.82545083422647
270,4.77249137708761
271,4.71300791350136
272,4.65697835058046
273,4.60094878765955
274,4.54760555866324
275,4.48850586693444
276,4.43170878332449
277,4.37069027836015
278,4.31581198495989
279,4.25709606508854
280,4.19377497503121
281,4.13045388497387
282,4.06981915186698
283,4.01302204523117
284,3.95353860467078
285,3.89252009970643
286,3.83188536659954
287,3.7712506104668
288,3.7129184624529
289,3.6534350218925
290,3.59203274507071
291,3.53485188960331
292,3.47690349042101
293,3.41857134240711
294,3.3652281134108
295,3.31226865627194
296,3.26007671982212
297,3.20826855522975
298,3.15837922689878
299,3.11002493994591
300,3.06090310927813
301,3.01139752977876
302,2.96572959977633
303,2.92159671115199
304,2.87631255300701
305,2.83179589252523
306,2.78574419066535
307,2.74007626066291
308,2.69901350084647
309,2.66217213935857
310,2.62264442092022
311,2.58618683128976
312,2.54896169794441
313,2.50981775136351
314,2.47182509732911
315,2.4361350283877
316,2.39890989504235
317,2.36245230541189
318,2.32676223647048
319,2.29222346007557
320,2.25845220436971
321,2.22698355678269
322,2.19014219529479
323,2.15445212635338
324,2.12029709879007
325,2.08767715865655
326,2.05352213109324
327,2.02051841910228
328,1.99173610543985
329,1.96065120668443
330,1.92995007978646
331,1.90078399426658
332,1.87315297315066
333,1.84283559508428
334,1.81405328142186
335,1.78527096775943
336,1.7584074903584
337,1.73192776178897
338,1.70468048950464
339,1.67666571955711
340,1.65056973981928
341,1.6233224905608
342,1.59569146944487
343,1.57151432596844
344,1.54772095434945
345,1.52124122578002
346,1.49821537485008
347,1.47595704460918
348,1.45331496553669
349,1.42952157089185
350,1.40918207691236
351,1.38692374667146
352,1.36658425269197
353,1.34240710921553
354,1.32091632268953
355,1.30403068332368
356,1.28292366865513
357,1.26296792350723
358,1.24569853530978
359,1.22612656201933
360,1.20732210941793
361,1.19005272122047
362,1.17086451978747
363,1.15014125395053
364,1.13210434506402
365,1.11445118500912
366,1.09180910593663
367,1.07645853097472
368,1.05918914277726
369,1.0430710471263
370,1.0261854307863
371,1.01006733513534
372,0.993181695769481
373,0.977831143833422
374,0.964015633275458
375,0.948281286456098
376,0.933314483351636
377,0.918731452104624
378,0.904532169689211
379,0.890716659131246
380,0.875366107195187
381,0.863853181730216
382,0.851188963718749
383,0.836605909445886
384,0.822022878198874
385,0.809358660187407
386,0.797845734722437
387,0.78479774485352
388,0.771749778010455
389,0.759469308830586
390,0.749107675912113
391,0.736443457900645
392,0.723779239889178
393,0.713801378828154
394,0.701904681505735
395,0.690008007209166
396,0.678111309886747
397,0.666982156279226
398,0.656236751503303
399,0.645491346727381
400,0.635129713808907
401,0.625151852747883
402,0.615173991686859
403,0.604428586910937
404,0.594066953992464
405,0.586775426856032
406,0.575262501391062
407,0.56835474611208
408,0.560295698286601
409,0.549550316536529
410,0.538804911760607
411,0.533048449028122
412,0.524605629345193
413,0.516162832688116
414,0.507720013005187
415,0.501196029583654
416,0.492753209900726
417,0.488148039714738
418,0.477402634938815
419,0.472413715921229
420,0.465505960642247
421,0.457446912816767
422,0.45245797077333
423,0.446701508040845
424,0.438258688357916
425,0.432118476793833
426,0.427513306607845
427,0.422140592706958
428,0.416000381142875
429,0.410627667241988
430,0.404487455677904
431,0.39834722108797
432,0.395277115305928
433,0.386834295623
434,0.381461604747964
435,0.376856434561976
436,0.373018785065035
437,0.36726232233255
438,0.361122087742616
439,0.358051981960574
440,0.352679291085538
441,0.346539056495604
442,0.341550114452167
443,0.339247529359172
444,0.334642359173184
445,0.330804732702095
446,0.325815790658657
447,0.323129433708214
448,0.319291807237125
449,0.316221678429232
450,0.310081466865148
451,0.308546402461202
452,0.304708752964262
453,0.300103582778274
454,0.298568541400178
455,0.294347120045789
456,0.2897419498598
457,0.286671844077759
458,0.28245044574922
459,0.280147860656226
460,0.277077731848333
461,0.274007626066291
462,0.27093752028425
463,0.267099870787309
464,0.262494700601321
465,0.259808343650878
466,0.256738237868836
467,0.253668132086794
468,0.250981775136351
469,0.245992833092914
470,0.244074019857369
471,0.243306499168321
472,0.242538955453423
473,0.237166264578387
474,0.23563120017444
475,0.232177322534949
476,0.230642281156854
477,0.225269567255967
478,0.221431940784878
479,0.221815689616476
480,0.219513104523482
481,0.217978063145387
482,0.215675478052393
483,0.211837828555452
484,0.210302764151506
485,0.209151471605009
486,0.206081365822967
487,0.203778780729973
488,0.202243716326027
489,0.198406089854937
490,0.197638546140039
491,0.195335961047045
492,0.194184668500548
493,0.1934171478115
494,0.191114562718506
495,0.186893164389967
496,0.184590579296973
497,0.183823035582074
498,0.18190422234653
499,0.178450344707039
500,0.178834116564488
501,0.178066572849589
502,0.174996467067547
503,0.173461402663601
504,0.171158817570607
505,0.171158817570607
506,0.171158817570607
507,0.167321191099518
508,0.164251062291625
509,0.163099769745128
510,0.161564728367033
511,0.160797184652134
512,0.157343307012643
513,0.156575786323595
514,0.154273201230601
515,0.154273201230601
516,0.152738136826655
517,0.148900510355565
518,0.148132966640667
519,0.147365445951619
520,0.145062860858625
521,0.142760275765631
522,0.141992755076583
523,0.140073918815187
524,0.141225211361685
525,0.140073918815187
526,0.137771333722193
527,0.136236292344098
528,0.135468748629199
529,0.134317456082702
530,0.134317456082702
531,0.133933707251104
532,0.132014870989708
533,0.130863578443211
534,0.129328537065116
535,0.127025951972122
536,0.126258408257223
537,0.129712285896714
538,0.128944765207667
539,0.125874659425625
540,0.124339595021678
541,0.122037009928684
542,0.122037009928684
543,0.122037009928684
544,0.122037009928684
545,0.122037009928684
546,0.11973442483569
547,0.117431839742696
548,0.117431839742696
549,0.116664319053649
550,0.116664319053649
551,0.115513026507152
552,0.112059148867661
553,0.112059148867661
554,0.112442897699259
555,0.110524084463714
556,0.109756563774666
557,0.110524084463714
558,0.110524084463714
559,0.110524084463714
560,0.10822149937072
561,0.10822149937072
562,0.107453978681673
563,0.107453978681673
564,0.107453978681673
565,0.105918914277726
566,0.105918914277726
567,0.104000101042181
568,0.104000101042181
569,0.104767621731229
570,0.104767621731229
571,0.102465036638235
572,0.100929972234289
573,0.0982436383096963
574,0.0970923457631992
575,0.0970923457631992
576,0.097859866452247
577,0.0955572813592529
578,0.0951735095018036
579,0.0951735095018036
580,0.0951735095018036
581,0.0932546962662589
582,0.0928709244088095
583,0.0898008186267678
584,0.0863469409872767
585,0.0878820053912231
586,0.085579420298229
587,0.085579420298229
588,0.0859631691298274
589,0.0836605840368334
590,0.0851956484407795
591,0.0840443558942827
592,0.0828930633477857
593,0.0813579989438393
594,0.0794391857082946
595,0.0805904782547916
596,0.0809742501122409
597,0.0798229575657439
598,0.0798229575657439
599,0.0779041213043482
600,0.0790554138508452
601,0.0782878931617975
602,0.0763690799262528
603,0.0763690799262528
604,0.0756015362113542
605,0.0771366006153008
606,0.0732989511183601
607,0.0732989511183601
608,0.0736827229758095
609,0.0732989511183601
610,0.0736827229758095
611,0.0729152022867618
612,0.0709963660253661
613,0.0698450734788691
614,0.0686937809323721
615,0.0694613246472707
616,0.0702288453363184
617,0.0709963660253661
618,0.0721476585718631
619,0.0721476585718631
620,0.0702288453363184
621,0.0694613246472707
622,0.0713801378828154
623,0.0713801378828154
624,0.0725314304293124
625,0.0725314304293124
626,0.0721476585718631
627,0.0725314304293124
628,0.0725314304293124
629,0.0713801378828154
630,0.0709963660253659
631,0.0686937809323721
632,0.0702288453363184
633,0.0709963660253661
634,0.0686937809323721
635,0.0679262602433243
636,0.0667749676968273
637,0.0679262602433243
638,0.067542488385875
639,0.0656236751503303
640,0.0633210900573363
641,0.0633210900573363
642,0.0621697975108392
643,0.0598672124178452
644,0.0598672124178452
645,0.0587159198713482
646,0.0610185049643422
647,0.0598672124178452
648,0.0606347331068927
649,0.0610185049643424
650,0.0575646273248511
651,0.0560295629209048
652,0.0548782703744078
653,0.0548782703744078
654,0.0556458140893064
655,0.0564133347783541
656,0.0548782703744078
657,0.0556458140893064
658,0.0571808554674018
659,0.0598672124178452
660,0.0598672124178452
661,0.0564133347783541
662,0.0567971066358037
663,0.0571808554674018
664,0.0552620422318571
665,0.0567971066358034
666,0.0583321480138989
667,0.0590996917287975
668,0.0567971066358037
669,0.0567971066358037
670,0.0575646273248511
671,0.0575646273248511
672,0.0575646273248511
673,0.0575646273248511
674,0.0564133347783541
675,0.0529594571388631
676,0.051808164592366
677,0.0514243927349167
678,0.0502731001884197
679,0.049505579499372
680,0.0491218076419227
681,0.0487380588103243
682,0.0502731001884197
683,0.0491218076419227
684,0.0475867662638273
685,0.0464354737173302
686,0.0460517018598809
687,0.0479705150954257
688,0.0479705150954257
689,0.0468192225489286
690,0.0449004093133839
691,0.0487380588103243
692,0.0472029944063779
693,0.0449004093133839
694,0.0437491167668869
695,0.0449004093133839
696,0.0464354737173302
697,0.0456679300024316
698,0.0452841811708332
699,0.0464354737173302
700,0.0452841811708332
701,0.0437491167668869
702,0.0422140523629405
703,0.0418303035313421
704,0.0418303035313421
705,0.0395277184383483
706,0.0399114672699465
707,0.0418303035313421
708,0.0410627598164435
709,0.0399114672699465
710,0.0395277184383483
711,0.0399114672699463
712,0.0379926540344018
713,0.0387601747234495
714,0.0376088821769524
715,0.0368413614879045
716,0.0345387763949105
717,0.03492254825236
718,0.03492254825236
719,0.03492254825236
720,0.0330037119909641
721,0.0303173780663717
722,0.0303173780663717
723,0.0291660855198749
724,0.0314686706128689
725,0.0303173780663717
726,0.0283985418049763
727,0.0249446641654854
728,0.027247249258479
729,0.0260959567119822
730,0.0280147929733776
731,0.0260959567119822
732,0.0203394939794974
733,0.018036908886503
734,0.0153505749619108
735,0.011129153607521
736,0.011129153607521
737,0.0118966973224195
738,0.00844281968292818
739,0.00767527596802964
740,0.00729152713643129
741,0.00690775527898202
742,0.00652398342153275
743,0.00652398342153275
744,0.00959411222942509
745,0.00882656851452716
746,0.00729152713643129
747,0.00882656851452654
748,0.00959411222942509
749,0.00997786106102407
750,0.0115129254649702
751,0.0134317387005148
752,0.0134317387005148
753,0.0176531600549046
754,0.0184206807439523
755,0.0188044526014022
756,0.0176531600549046
757,0.0211070376943953
758,0.0199557451478991
759,0.0214907865259943
760,0.0218745583834436
761,0.0214907865259943
762,0.0241771434764375
763,0.0245609153338866
764,0.0241771434764375
765,0.0253284360229343
766,0.0241771434764375
767,0.0249446641654856
768,0.0237933716189882
769,0.0291660855198749
770,0.0330037119909639
771,0.0322361913019162
772,0.0326199631593662
773,0.0341550045374614
774,0.03453877639491
775,0.0356900689414077
776,0.0364575896304552
777,0.0383764258918506
778,0.0391439465808983
779,0.0383764258918513
780,0.0387601747234497
781,0.0410627598164435
782,0.0414465316738928
783,0.0410627598164435
784,0.0418303035313419
785,0.0395277184383476
786,0.0406790109848451
787,0.0422140523629403
788,0.0414465316738928
789,0.0437491167668866
790,0.0414465316738928
791,0.0425978242203896
792,0.0425978242203896
793,0.0425978242203896
794,0.0445166374559341
795,0.0433653449094378
796,0.0433653449094373
797,0.0433653449094373
798,0.0406790109848451
799,0.0387601747234497
800,0.0406790109848451
